"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23"
"3325" 4621.57 3.95064 19.8074 13.159 9.07709 35.7374 48.3221 43.0236 30.402 2.91185 26.2518 44.3526 6.03582 34.7114 16.576 10.9317 3.90363 12.5388 20.7717 23.5292 17.6044 46.7969 0.0307834
"977" 4572.77 8.11109 6.06265 4.72496 25.483 57.5375 37.023 40.0922 14.7927 36.0142 16.7273 27.4009 29.822 21.4116 10.1787 16.9184 27.7485 8.3861 12.4142 52.8189 11.3554 9.11998 0.250533
"354" 4609.66 1.63498 22.9755 20.8743 2.22576 57.1422 41.0687 25.3672 29.3436 12.1258 35.0185 29.2314 29.3539 11.0359 16.464 12.2179 37.4185 14.6215 8.91145 4.37831 19.0406 13.0989 0.0143501
"5089" 4588.41 9.49118 24.6091 9.03704 31.1154 36.3738 58.3596 10.945 11.3457 20.9995 48.9263 10.4428 31.7422 6.56695 29.4914 5.91061 11.5566 7.48362 1.16783 10.4185 37.6159 3.25089 0.004966
"6676" 4626.54 8.20863 12.9068 9.69723 18.5831 16.4976 79.2584 25.8314 20.6337 6.82523 47.0696 19.1263 40.6731 3.45919 8.72994 35.546 23.0457 9.20853 2.79796 9.40479 37.8143 13.2151 0.0140691
"5355" 4555.42 4.06318 16.4204 23.2142 35.3247 18.4929 53.0659 32.329 23.6944 15.9794 39.7585 21.7071 3.31152 40.6625 15.6647 19.0227 0.00902097 21.6114 7.20256 17.1782 21.8895 5.33359 0.0994724
"3176" 4579.09 7.45661 1.31916 7.66334 43.3774 42.7061 45.4744 34.4086 11.8892 19.0613 32.7089 31.3297 29.5488 17.3536 16.812 3.17951 17.4989 20.5155 1.0871 24.531 15.2024 9.2919 0.00382695
"4256" 4494.96 10.907 35.2284 17.4926 22.2019 71.1971 11.1363 25.0345 27.581 9.15685 40.4861 40.6322 11.4377 13.0125 19.6636 19.0961 16.4511 18.4739 4.06305 15.0133 29.4952 8.2997 0.00383036
"930" 4539.2 22.4485 12.5743 16.439 7.55239 32.9667 69.2348 31.4324 19.0971 7.04517 31.0559 0.0605357 58.4322 5.67624 36.0229 14.6819 23.4783 13.4335 16.3293 18.2698 4.71865 20.6986 0.00199176
"3402" 4422.16 32.8876 10.5625 21.8036 24.1786 25.1508 91.0948 7.37104 15.7927 24.4663 32.4827 34.6184 9.4527 2.06175 43.7223 5.44174 2.82416 14.9584 42.5031 4.59159 9.34046 10.9683 0.103163
"1781" 4546.46 3.15533 30.8627 16.0056 30.3484 5.79083 79.2425 20.0974 22.0005 8.7095 8.35309 33.5821 54.5417 7.65499 25.6917 6.37101 7.32885 0.550189 57.6487 10.2669 28.9692 26.3161 0.101606
"3970" 4490.85 10.112 48.6464 4.81624 8.04922 19.225 68.7547 45.0992 2.2044 32.5398 27.4088 28.1626 21.4459 25.6524 17.62 2.22606 7.92959 36.5842 6.94732 26.7943 12.4869 11.6465 0.124645
"4623" 4458.59 6.10934 13.9355 18.3318 36.619 40.0215 72.6378 17.6183 10.1435 16.6066 37.0365 17.8183 35.4183 26.4674 12.4024 23.627 12.2837 2.42856 21.1191 6.83389 16.3533 44.3408 0.173446
"6699" 4580.19 10.2451 23.1525 6.38901 17.5429 24.9133 51.7448 18.2675 26.5487 39.8349 29.7291 31.7351 12.9386 26.6127 24.8083 6.27919 9.87784 22.624 2.33533 23.6062 14.5741 9.42535 0.240727
"1337" 4517.45 7.77158 5.35481 10.9579 40.3973 73.8143 20.821 37.9843 11.0852 11.7792 35.2457 30.8017 36.9796 5.70493 27.6767 10.2464 23.5021 6.34356 28.9369 6.44635 5.35865 30.2695 0.0595234
"4309" 4474.84 1.91274 21.1964 25.5739 19.7397 39.0008 64.8932 9.03635 43.0651 5.65375 33.5868 25.9134 23.0327 13.4695 25.9782 32.7034 17.3666 16.531 19.2359 5.82433 9.84384 32.3592 0.302361
"2853" 4542.3 13.4706 5.24717 19.1252 17.0817 66.8676 23.2061 46.2724 27.4644 36.6585 12.2502 8.53062 26.045 26.8539 14.8974 20.2725 20.8207 1.60273 2.59166 24.3937 11.3222 19.2447 0.0252801
"5618" 4464.85 38.0147 29.0353 4.23943 5.71201 62.4795 35.0912 38.2337 10.5888 16.518 19.8094 17.2343 35.8029 18.4736 34.5664 17.8647 11.4988 60.2393 2.87113 5.38128 12.042 5.81088 0.170124
"2549" 4716.9 0.933022 7.50413 2.73071 10.2435 81.8455 8.64253 29.9826 37.6968 6.10832 40.9345 27.8559 15.0064 2.87441 24.7074 19.5109 44.1672 6.94155 12.1258 11.1887 10.0113 28.57 0.0831504
"1248" 4611.53 2.34676 26.5613 1.49509 28.4619 44.5727 53.6727 9.55356 27.688 4.63809 40.0484 31.8548 22.3267 30.6373 6.96396 15.7087 3.70975 22.2103 24.0181 26.2944 5.58748 6.05673 0.144176
"6870" 4527.9 20.4326 22.9506 10.1018 15.3929 22.6027 33.9294 80.0248 3.6569 14.2126 37.1515 36.7423 9.41364 5.52954 45.7618 1.01985 10.662 11.5654 7.72702 6.4696 7.92415 55.7627 0.232649
"237" 4738.29 1.60817 3.8886 7.04967 9.51328 54.0901 33.1351 45.1523 19.0812 7.59489 51.8652 11.5555 26.63 27.3983 11.2439 5.66078 17.8132 20.8026 23.9979 9.41381 7.76799 30.9508 0.00342127
"653" 4570.16 6.21661 0.842824 12.2024 38.0319 40.1979 58.5242 26.3392 26.1 6.66884 8.58262 51.9583 23.772 8.27136 35.2499 8.96048 7.05039 32.7133 1.73214 9.13664 23.6318 6.98649 0.00781508
"1251" 4588.51 2.51849 14.2465 2.48061 33.2292 44.8313 79.6454 0.813262 26.1327 6.33478 41.1425 25.0086 12.0425 17.1708 35.3538 2.94239 15.2934 48.3312 4.84527 3.33772 23.5971 38.7871 0.0258401
"6063" 4463.68 60.3912 3.28502 3.22323 10.3481 74.8626 21.6622 26.498 24.9775 22.8202 15.7067 26.2611 13.9341 49.497 12.2992 17.1478 5.88011 15.0145 31.2714 10.759 27.3176 3.1174 0.0524434
"2291" 4553.64 1.08576 2.51906 9.50574 54.3729 13.8325 79.9508 32.1654 2.94632 35.5457 10.2744 14.4563 52.0309 3.14802 37.3544 4.2168 19.6092 13.5929 3.56962 15.8209 35.464 22.4778 0.0466713
"6536" 4531.56 9.13043 17.2174 6.59801 27.5251 72.4434 5.33277 51.3935 5.86016 40.5444 37.6637 8.121 4.67446 23.4162 45.0057 7.63834 15.9935 28.0021 34.7517 2.90959 20.876 5.46277 0.00607387
"2337" 4442.48 17.5882 6.60981 21.1707 38.3793 6.99094 67.919 58.6537 22.1761 1.64026 15.0138 55.8887 26.2541 5.91518 10.8002 18.3965 18.3669 16.0192 16.9689 12.2035 18.6016 20.9741 0.265898
"4519" 4438.05 8.14235 28.6594 20.8178 18.9956 72.807 23.5633 14.5843 42.5995 4.77703 45.3406 27.5408 6.84402 14.884 46.2785 20.3773 4.23207 8.65136 8.9938 19.3236 13.4047 23.3225 0.0773886
"1" 4588.47 4.7784 6.23281 24.1007 47.2461 23.0812 41.0625 29.3567 32.3519 12.4743 32.4727 15.4511 11.2754 21.7459 31.6261 30.8948 18.6708 5.35864 6.15574 12.8277 24.4053 3.64143 0.0512928
"3648" 4671.39 3.25987 6.13 14.2616 0.524689 49.9009 34.9688 49.5715 25.4309 13.1112 9.96912 12.9271 42.3828 53.7827 7.64267 7.90484 24.2755 4.31019 43.1283 18.9321 4.25065 33.2073 0.245042
"5046" 4696.45 3.45665 5.86953 9.51192 20.8611 36.13 49.5653 28.042 32.6234 6.01864 44.2683 11.2282 37.282 9.68683 21.0822 16.1698 4.90405 8.85376 34.2507 18.5723 15.7723 5.52692 0.000217828
"5505" 4550.72 23.6703 11.1724 12.4421 37.6058 32.8677 60.3667 5.76194 20.1831 20.9978 27.2067 32.0047 13.4917 39.3203 8.22267 4.59356 41.4474 6.69762 7.05418 13.2116 3.68172 12.5846 8.38295e-05
"224" 4679.55 18.3349 2.27557 6.73279 29.3248 37.8368 29.9255 43.0963 4.23545 10.2416 54.2119 28.9571 13.2125 7.15244 36.1901 11.8167 27.7502 10.7259 14.5306 30.021 3.38298 4.2902 0.0250108
"1301" 4608.9 10.8661 22.4006 5.24568 17.2053 46.3541 39.2366 27.9481 28.4997 21.1376 13.0927 36.8725 17.0323 27.4786 19.286 15.0665 24.4522 12.1949 3.07813 23.0978 22.8703 13.2329 0.0420941
"2132" 4533.49 27.0005 13.2123 10.2578 15.0599 9.92495 85.6284 26.8566 29.9433 14.585 23.8825 46.3839 9.88416 32.789 0.292352 13.5361 22.2557 0.652249 7.23872 19.6936 10.5727 2.05589 0.284419
"4313" 4474.77 1.31676 39.6118 23.5251 14.3423 35.3763 51.1326 9.58209 49.5558 11.9549 39.7484 20.5081 20.2758 17.4738 29.6201 4.27821 27.5096 44.2958 30.7476 14.0665 13.6706 14.5524 0.0466791
"4796" 4594.42 2.5752 7.53117 12.6423 45.9809 32.8998 39.4266 27.404 22.7604 7.09643 47.7743 9.49539 40.1289 33.4436 13.856 12.8242 7.19937 8.02015 51.1097 28.405 7.26554 10.1871 0.0556502
"4419" 4363.46 18.582 59.6002 8.61476 20.371 4.92988 89.4956 13.5663 30.3631 24.1557 21.145 24.2002 24.318 1.44352 44.9038 5.14582 2.32087 21.6534 39.564 8.06986 19.3707 37.5844 5.95558e-05
"2395" 4500.63 35.8909 4.15898 23.1781 8.42506 35.0165 55.0796 30.7309 24.7264 4.06694 49.8493 33.6404 9.68826 8.28511 14.8451 21.1251 19.8406 5.15082 17.0471 22.0295 27.7851 4.67196 0.00933036
"6521" 4559.39 1.57914 34.0765 10.6018 14.3569 53.1147 51.9702 27.3156 10.5311 20.58 25.5631 44.6135 27.7787 22.0293 5.45139 6.92961 13.9304 25.1418 15.9504 6.43946 8.26797 23.2702 0.00579816
"4670" 4672.77 3.62843 13.0264 2.18074 16.4452 49.7832 49.3394 27.4703 20.6413 25.0863 34.5266 30.2874 13.7433 15.4672 20.1085 19.4896 17.2075 16.0086 11.5096 13.8752 5.41824 5.59308 0.0266134
"2904" 4601.64 9.16713 2.44174 5.41876 32.9846 60.0615 30.5344 28.9632 9.21253 47.3847 15.0505 27.69 12.0748 44.3897 14.8025 9.67316 11.0824 6.19778 25.0923 18.6995 25.4042 28.365 0.0297483
"5295" 4545.22 26.1514 1.98726 21.006 31.3121 8.11356 52.966 35.7901 37.4707 13.2817 7.01854 56.1352 30.4837 15.6425 10.83 9.7094 21.9564 13.3925 28.4966 23.4667 1.86728 5.78462 0.339117
"5071" 4749.33 0.948277 3.95151 2.54358 13.4322 36.6798 76.4523 22.9399 13.5175 6.9788 38.6223 24.3697 15.6879 39.279 10.6314 27.1718 3.50419 3.97458 2.67123 34.7065 0.828598 3.60742 0.0339199
"2692" 4517.63 15.1408 19.1456 15.0539 18.0613 84.4187 8.32366 26.7948 27.5594 16.2145 3.05742 44.7619 30.6093 6.50444 41.4059 14.803 3.21872 19.18 1.31839 9.54244 43.3181 24.1267 0.00128287
"3484" 4556.8 4.58596 36.8349 9.35321 5.79319 67.7761 56.7773 13.826 3.26732 30.056 33.095 32.0891 17.7059 2.0201 35.717 2.43354 13.5139 15.2566 33.3788 10.624 0.299512 8.97471 0.0132734
"5023" 4667.68 2.88762 15.5182 2.93303 13.698 42.7367 82.202 2.23384 25.2317 17.6838 17.6398 36.4217 7.56279 40.3534 14.6413 14.3477 6.92183 6.99796 11.2871 33.964 13.9928 15.1747 0.0118421
"2881" 4448.96 4.94002 4.27963 19.1427 22.4003 72.5433 16.5833 66.1603 6.11038 25.5136 15.8358 28.8898 53.0836 31.1216 2.29641 2.53965 27.5684 1.71027 3.97692 5.05556 42.4166 13.8687 0.459459
"3232" 4652.59 2.05541 10.5271 15.6006 32.8784 11.8548 78.7844 13.9746 20.5496 24.0835 29.868 17.533 31.8979 6.73154 27.7045 6.20176 1.99132 16.1406 71.2065 8.78493 17.2249 17.4896 0.0386736
"5321" 4601.59 14.1896 11.146 17.1467 7.89672 39.246 55.0405 29.6033 39.9578 8.0894 40.8562 1.61926 29.9926 5.15686 38.5577 0.350428 49.6801 10.2534 4.43969 14.4555 12.8702 20.2283 0.01624
"5449" 4683.59 4.37741 6.8442 9.80737 8.54653 47.5645 64.298 24.0154 12.086 25.88 33.4823 16.8618 11.3866 35.2939 16.8145 14.071 9.73081 20.6738 38.8685 5.0137 2.39525 37.2721 0.0709421
"627" 4532.29 17.7422 12.6036 32.8804 0.629346 14.3249 97.0525 13.067 22.2367 7.8335 24.0598 30.6897 41.4179 13.0816 28.2088 9.97148 18.2644 19.242 14.5928 21.8547 10.8999 44.1021 0.0553
"1557" 4544.51 4.97603 3.47613 8.05737 44.292 46.1599 53.9586 28.6857 12.5366 28.3037 32.7873 16.4282 19.3824 36.8312 10.1908 28.4068 3.51293 2.03638 35.4187 10.2469 3.11275 6.5981 0.0275615
"2458" 4543.98 27.1334 11.5072 12.1397 21.6859 47.5987 32.009 41.2339 17.7627 15.1912 43.5196 10.317 17.0708 41.1494 9.23152 20.627 2.88578 16.2718 17.9976 15.6954 8.98125 7.16131 0.0286366
"5987" 4520.93 2.84241 36.2948 12.957 12.7678 68.3329 36.24 19.4882 7.51009 28.4018 0.679372 67.9504 3.47477 9.0438 45.4076 20.5561 8.29794 4.68923 5.90828 26.2208 21.9554 42.5065 0.146717
"5324" 4595.31 14.7383 6.40679 18.4352 17.7331 40.6603 40.0648 38.2752 32.3987 3.34645 47.0482 5.51318 33.0336 4.62574 38.5577 11.7911 5.95924 9.19089 16.7661 32.2605 19.5216 4.81904 0.000868568
"4882" 4576.04 4.79999 21.5708 20.5597 9.1527 56.7694 33.1489 37.899 18.5383 49.4215 8.72183 9.58693 24.3715 23.3738 23.9852 9.61556 26.2516 4.45371 30.3866 8.18412 16.139 13.8841 0.00600568
"3042" 4551.06 13.2167 8.1018 14.4388 27.6933 6.01651 103.258 17.6255 29.0932 2.04741 26.8226 35.2302 13.2746 17.422 29.8199 11.8069 5.51365 20.9564 32.8104 35.8961 11.9236 3.73908 0.0118841
"5221" 4571.11 13.856 26.4429 1.00013 33.6463 7.46015 47.8185 47.8729 34.215 2.93779 34.9794 34.4569 27.5192 9.89398 21.9336 24.5868 4.65596 3.08841 2.48342 11.8321 13.7765 18.3611 0.302717
"5996" 4562.71 23.0594 3.23759 23.9427 9.83025 57.8445 47.7558 26.2015 10.2177 23.3766 27.0391 38.619 18.9709 12.0451 23.3821 9.317 17.5325 11.4799 35.0248 1.51359 26.6893 38.0958 0.00268926
"5604" 4497.28 37.0019 22.861 1.91964 8.78705 79.0153 11.645 33.1182 21.6533 27.7185 36.0309 6.26273 33.7124 20.6388 22.9294 5.07405 3.0759 11.0002 26.4339 14.2625 25.9653 27.2263 0.0541164
"768" 4624.69 2.75983 20.29 8.88865 8.46032 43.4475 63.8274 13.0322 27.989 24.4093 25.2512 31.2292 2.42159 32.359 26.1388 26.1738 5.35768 23.5268 8.81077 5.02736 13.7792 47.6889 0.177998
"1678" 4659.31 6.97754 17.6769 1.24192 11.8766 72.9529 20.4887 23.5028 29.7516 0.99548 44.2534 36.1954 11.3542 15.7016 29.2067 17.8044 17.6945 1.62434 44.4475 2.50989 2.28525 12.6874 0.00740615
"2732" 4551.47 27.2306 8.36958 9.96717 34.7569 15.8739 39.5355 47.9358 16.2511 32.0336 32.8588 10.2221 36.7187 19.2469 3.25259 32.475 10.3511 27.5883 13.8914 20.1287 6.03586 35.2423 0.427648
"5403" 4623.92 1.69968 18.8155 17.761 21.7367 42.9734 34.9254 46.0654 15.6004 13.9113 15.6165 56.3872 15.0134 15.4823 11.4578 16.6422 15.2119 11.0886 6.27261 19.1915 21.5752 77.0487 0.00161733
"1622" 4585.1 29.5796 6.36395 8.15867 7.03826 77.5198 20.5565 30.3425 21.1587 6.77834 39.1752 42.2793 14.1691 18.0678 7.68437 8.56821 16.7531 34.1815 2.32824 20.4249 0.810935 9.37472 0.0949092
"3778" 4602.97 0.694409 28.1619 3.67354 15.2272 51.5126 37.7332 32.4712 25.3984 17.7051 37.3479 29.3909 17.7287 18.0075 19.1189 22.5327 22.7916 3.92125 9.78473 29.322 31.0492 17.1077 0.0895795
"897" 4432.52 7.15308 2.1213 45.7045 28.6792 61.1567 33.7242 26.1488 27.4482 1.69525 57.1663 5.27968 41.0133 19.2196 12.5029 18.8044 7.46559 18.9603 26.5589 7.7082 11.4246 45.3812 0.0831973
"940" 4617.53 10.5542 21.5585 1.75612 15.6453 29.2254 63.1095 24.2781 23.8877 22.8287 35.0845 16.1099 44.1069 5.82089 23.0091 7.52151 22.8367 23.7086 8.67332 8.88402 1.81201 25.0779 0.0693863
"2810" 4538.45 14.8045 14.3362 19.6424 12.1518 56.2773 67.5686 0.719854 21.9411 9.65778 46.0905 35.8513 12.3409 25.0874 15.5496 3.52026 9.19647 9.13198 9.81805 35.8608 12.9605 1.60557 0.158252
"182" 4521.92 13.8698 20.7485 22.0128 12.9983 57.9007 46.5789 17.6064 14.778 22.904 43.554 13.2115 4.67466 41.037 18.0147 12.2587 14.7559 7.06047 37.2671 3.08191 17.5494 7.11421 0.227008
"1242" 4514.73 5.19668 43.2654 4.47817 14.2828 52.3971 36.8863 23.8709 37.9958 3.91382 43.7218 10.7258 29.337 30.8675 16.0769 8.30623 3.65433 7.21809 45.1891 8.17997 0.645475 65.4807 0.145089
"1649" 4638.1 6.47646 21.132 5.34527 8.73832 63.9699 32.6319 31.8282 18.4013 2.75484 53.1219 18.5527 0.80914 17.091 41.0789 13.9562 31.9267 11.7424 30.6264 4.59762 10.9776 7.23684 0.0449291
"5560" 4427.95 19.2695 28.8699 1.14072 53.1031 47.3409 20.9514 36.0649 38.7369 8.94039 16.7415 9.49104 35.7889 37.8974 17.8994 8.18803 28.1925 0.109601 13.039 10.7146 29.524 5.87103 0.184722
"258" 4717.06 7.01346 6.4915 6.89253 4.32064 64.3184 29.6397 13.1557 51.8675 2.80341 62.8372 6.29518 10.6902 4.88435 46.4283 7.48292 27.165 12.4312 24.2935 1.2639 1.59579 11.2317 0.0557679
"1011" 4530.78 11.4362 18.0878 2.82487 38.5213 73.5521 9.05671 53.3562 17.8055 4.96236 34.31 20.4955 15.4697 43.6299 11.8858 12.7431 4.30756 28.7474 14.911 33.0117 17.7372 42.9787 0.0162523
"5183" 4583.3 17.0967 11.3791 10.7892 29.7758 64.8874 13.42 31.1446 23.962 6.52313 21.1252 41.9692 18.0625 19.9075 39.5195 5.40209 19.8476 11.8006 9.24928 20.045 39.6482 42.07 0.0133403
"5280" 4474.78 50.291 5.85139 9.78803 14.6209 55.5605 53.8639 16.2329 17.4905 21.692 14.6265 54.906 1.92549 27.3002 15.0361 14 7.96467 27.9345 6.3 23.5068 19.0751 54.0044 0.0552385
"1585" 4527.03 12.3437 3.26468 2.99131 48.4308 3.26881 82.1967 46.7161 16.1001 20.8382 37.5544 14.3878 11.9637 7.83297 37.1217 11.536 15.6989 24.1198 7.83372 13.5853 18.3323 37.7827 0.0479673
"150" 4538.99 6.22977 28.2319 5.74262 27.1701 73.7802 30.2251 5.87074 30.9584 45.7049 15.369 7.71312 6.84882 49.3298 9.40797 20.1728 22.486 25.2079 6.07539 15.0371 3.27377 35.8536 0.0219187
"6350" 4578.51 9.47615 22.9084 15.5145 1.53413 86.1265 14.9056 34.6533 18.3153 17.1637 32.7804 10.0727 19.0396 35.968 20.9951 10.9364 1.34006 11.3765 26.8223 11.3944 34.5685 30.865 0.0541507
"6121" 4456.2 32.6753 12.1259 2.63118 24.8147 72.7854 21.8243 46.2105 19.0736 2.86389 49.1833 11.7115 27.4847 35.9845 5.32907 23.7874 24.1233 11.4128 13.1704 15.6484 8.72409 76.3095 0.235726
"5837" 4355.83 19.7154 28.5295 34.8352 16.5394 28.648 88.1078 9.51257 12.9233 29.9977 37.2279 28.1821 16.4147 6.11428 30.3923 3.53958 34.5429 3.93981 31.3679 0.0969925 40.9438 38.558 0.00257398
"4717" 4603.72 8.31322 14.9353 10.6767 35.5272 14.5401 55.0646 31.362 13.7196 30.0685 30.8011 37.9479 13.0241 7.29239 31.2589 10.5542 8.17546 8.85444 40.5694 3.26892 10.9583 7.38273 0.120457
"3085" 4668.28 4.16754 12.7923 6.00572 14.4855 10.5043 100.216 3.97936 38.6406 14.1757 30.2425 26.8308 5.32771 41.1642 10.6101 14.7605 16.939 7.93114 0.304688 39.9276 11.1608 30.1458 0.0320793
"3598" 4575.96 13.7703 6.08634 13.1764 17.0723 31.8638 48.2169 34.0576 45.0133 2.17585 17.3579 48.4154 38.1085 22.1683 3.16082 18.7249 5.61139 8.48725 5.17352 27.7295 4.65059 12.3738 0.497221
"6803" 4419.61 8.30515 10.5221 39.5899 33.4823 26.8604 60.8897 16.0509 29.6665 31.8668 33.0663 14.7042 1.50824 39.0999 27.5151 13.9518 13.9029 23.2335 9.86381 8.58697 5.8059 49.1398 0.0177685
"1167" 4453.19 2.84752 0.650851 38.9193 11.848 99.9616 6.71141 40.8107 22.8543 25.3958 10.0301 51.7866 1.22699 20.8392 31.0027 13.9363 15.3563 23.5943 1.60382 32.6355 4.67442 4.39581 0.253568
"4897" 4573.03 8.69657 24.0616 11.9364 22.6654 50.6522 36.9555 35.8012 21.3245 13.591 14.4269 37.0455 18.9474 7.35079 44.8081 7.22637 15.6082 17.6518 10.9275 23.6539 25.9898 25.4774 0.00594335
"451" 4605.98 3.25573 16.2103 20.1123 9.94527 40.5146 34.1603 59.5442 9.68057 40.0719 5.799 27.6905 19.1376 2.64491 47.872 14.3568 15.0673 7.8752 16.6899 20.2013 20.6384 15.3152 0.0531031
"1345" 4541.28 8.92777 9.07853 13.6658 33.1686 41.9118 55.8922 44.1923 0.942987 11.6497 43.4141 20.5623 12.7462 25.1539 24.3158 13.3311 10.6897 17.3439 23.648 5.39172 2.51733 24.0816 0.0614975
"5591" 4426.32 35.8131 22.8638 4.8176 18.3002 80.9614 13.5338 31.7033 30.0557 12.6978 35.6055 16.38 31.6443 30.0375 11.0552 17.3675 7.66231 16.474 19.2896 13.0914 13.8467 18.3744 0.0854072
"3509" 4488.4 13.9487 28.1675 22.236 8.94993 76.5201 5.01062 54.7236 14.9853 10.8278 16.6068 17.8604 57.1284 3.00599 17.6397 24.3706 14.5581 34.2498 21.2681 13.8257 25.0177 1.43756 0.00430899
"3432" 4443.12 12.0457 1.58883 24.1091 43.7936 62.3149 46.6338 20.838 13.8219 4.79401 46.3657 53.1545 7.15518 6.52791 19.7914 20.4314 15.8032 22.7332 3.96801 23.6446 5.87645 7.74455 0.0643335
"288" 4565.95 6.98049 7.28075 9.08977 47.7893 40.257 43.1487 26.7529 15.9843 2.50019 43.3275 34.6359 23.5869 10.8306 31.405 23.9232 1.16447 3.49784 4.37259 47.3817 17.4004 20.7162 0.101142
"894" 4431.77 7.42704 6.74656 44.7388 23.5848 64.6784 34.7825 24.168 27.6955 0.299263 57.1663 5.56179 34.7322 22.168 15.3273 18.0701 19.6093 1.34013 18.9758 28.7578 5.27481 4.65597 0.0493209
"1272" 4526.43 4.40676 4.53173 15.3885 43.6186 10.2314 73.581 54.7524 2.70796 9.90102 31.907 30.0724 19.7557 31.0559 24.9197 14.1307 12.3692 12.1802 48.857 3.14737 35.4354 30.3628 0.0675161
"5788" 4690.2 8.10251 13.9223 0.28952 13.416 58.3392 30.6131 30.6181 24.1192 9.83391 40.6099 27.739 20.5206 30.1225 13.2034 11.4104 28.9331 21.9282 28.4132 4.99479 19.1027 5.41034 0.00118317
"615" 4436.34 29.7295 11.3774 25.7558 21.8057 12.2367 89.6452 22.6583 30.9043 9.79521 32.2698 15.1581 21.2885 13.0964 25.4806 36.0248 24.5382 19.1815 12.5819 3.03904 16.8447 2.67502 0.0610456
"4396" 4380.43 25.0155 48.9105 13.4966 3.50669 70.2563 40.8109 17.9268 13.3015 30.8162 28.744 16.1408 37.2627 9.47676 11.1246 45.585 11.2192 15.8997 8.34166 5.31725 42.2111 20.5334 0.10901
"5420" 4627.06 3.61257 17.218 11.6778 29.8612 34.3924 39.0167 27.9232 29.1464 27.3295 5.86466 48.5744 34.5942 7.5281 11.7785 19.8272 7.38128 35.8808 11.5204 4.16187 22.896 20.4263 0.0560162
"449" 4585.71 6.28604 14.426 23.2145 9.94527 40.5146 34.1603 49.8745 5.20332 39.2542 3.05506 34.158 20.7356 24.6288 36.8008 12.8262 18.4206 21.6356 12.8595 21.622 21.9376 31.0618 0.05506
"5814" 4538.68 10.5241 11.4755 36.7537 4.84363 55.7044 33.4258 35.7148 5.66797 35.3987 32.5584 22.1585 8.25764 38.9039 16.6915 16.7509 18.5223 19.9428 27.2612 2.4552 5.94029 12.1122 0.0231054
"3562" 4543.19 27.7502 11.7696 11.7548 17.6396 70.1664 11.0335 28.4246 31.8323 6.82707 57.1122 14.5897 15.4076 4.16145 42.71 11.7653 11.8043 12.3064 0.738769 6.24443 33.5257 26.2545 0.0310155
"1707" 4420.51 20.0071 24.7711 13.6284 22.304 69.4664 26.7048 33.4367 21.6027 26.3307 26.1362 18.2332 5.97433 27.3823 27.7633 24.8852 11.3359 8.57928 68.2393 8.68683 15.0905 38.6384 0.0565323
"1944" 4457.81 9.03823 43.3478 15.3052 6.21756 59.8555 60.7897 21.937 9.22461 19.0058 19.2274 33.8531 22.1656 15.606 27.8025 19.0351 0.66187 11.1302 14.7218 21.5568 22.6864 20.2746 0.0198449
"5313" 4574.72 18.6716 6.72691 19.6178 20.5244 53.1055 25.1249 36.8711 20.6661 14.6839 18.9344 58.5017 32.2256 2.44322 28.441 2.13055 15.7578 65.2725 0.916772 6.18961 7.88572 5.02292 0.102999
"3088" 4652.36 5.71434 13.2514 6.60682 14.4855 12.227 94.6948 3.97936 36.19 19.2367 34.3854 19.4515 13.3267 31.1502 22.0098 12.126 36.4647 0.792264 4.81672 34.965 12.2966 19.7031 0.0160536
"83" 4670.39 0.901596 10.7207 12.7932 35.5632 41.5808 24.5992 30.8658 34.4959 3.14995 45.6892 31.3488 2.72465 14.2831 36.9783 9.50885 33.4168 14.1493 9.38813 2.49157 29.8662 17.046 0.00879068
"6532" 4520.32 3.23048 7.31386 43.6889 39.0797 50.0101 8.17009 47.0169 14.3811 23.5321 38.4281 17.9868 5.53287 13.0652 36.626 16.9941 15.7708 25.1166 7.66722 5.19096 10.4506 21.7836 0.0105769
"6127" 4496.05 26.0709 7.82291 3.39405 40.4751 72.7682 32.7598 12.9007 19.1031 9.18396 61.0562 7.51567 18.4541 3.40233 30.7944 28.8978 17.4157 10.1409 2.22267 18.8246 16.8111 74.8152 0.0370821
"5530" 4517.25 4.76119 14.1108 8.48466 47.5687 41.7396 66.3395 13.6303 11.182 21.6201 0.706508 48.6748 17.0889 17.5095 39.4126 3.21197 9.63623 10.3511 7.75796 25.4943 53.403 38.3356 0.00114816
"2627" 4561.76 4.92452 17.7399 7.33073 38.8082 59.2236 11.5595 38.0755 5.95366 59.9769 6.92826 53.3814 2.71426 15.2641 22.283 18.0944 8.86327 19.4632 12.214 13.5675 9.23946 20.1258 0.013593
"2938" 4647.83 4.88201 10.9845 11.6825 13.29 64.3207 24.2128 40.7639 18.5498 11.3995 30.1566 46.2163 6.71279 15.5609 27.1178 13.5788 25.382 8.77429 10.4326 10.1515 38.9704 13.9966 0.00196099
"2435" 4516.08 13.9764 25.6805 18.5139 9.87117 59.7693 29.0874 23.7765 54.069 0.0690414 24.1903 31.9591 27.5517 15.6347 26.6715 8.03957 9.21923 3.38797 18.0266 14.7104 15.3154 15.8456 0.0168619
